ID,Age,Education,Marital Status,Parental Status,Children,Kidhome,Teenhome,Income,Spent,Customer Loyalty,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,NumWebVisitsMonth,Clusters
1225,52,0,1,0,0,0,0,80124.0,1495,3,47,483,84,398,205,84,241,3,7,8,1,1,1,0
9703,45,1,1,1,2,1,1,38097.0,184,622,70,77,2,35,0,1,69,3,2,2,4,1,7,2
291,45,0,1,0,0,0,0,72940.0,981,375,13,182,74,298,162,149,116,3,3,6,1,0,1,0
4557,45,0,1,1,1,1,0,22070.0,67,268,11,10,7,19,8,2,21,2,2,2,2,0,6,1
2379,62,0,0,0,0,0,0,69267.0,1635,645,31,778,44,499,95,73,146,3,4,5,2,0,7,0
5726,32,1,0,1,1,1,0,31788.0,60,101,15,16,7,23,0,8,6,3,0,4,3,0,5,1
3066,40,1,1,1,1,0,1,61905.0,231,145,2,167,0,43,6,2,13,4,2,4,2,0,5,2
6336,55,0,1,1,2,1,1,29315.0,48,84,55,13,2,14,8,7,4,2,0,4,4,0,6,2
10967,52,0,0,1,2,1,1,33378.0,99,508,38,33,6,40,3,7,10,2,0,4,3,0,7,2
2304,52,1,1,1,1,0,1,66313.0,770,286,86,625,7,99,10,22,7,6,3,12,2,0,4,3
3445,59,0,0,0,0,0,0,60714.0,957,528,56,216,162,224,101,92,162,7,4,10,2,0,5,0
7828,34,1,1,0,0,0,0,77882.0,818,60,29,68,129,396,188,22,15,3,3,5,1,0,1,0
3762,29,1,0,0,0,0,0,69867.0,925,453,30,196,0,512,33,130,54,3,5,8,1,1,1,0
4391,47,1,0,1,1,0,1,63841.0,908,434,64,635,15,100,20,7,131,9,3,9,1,0,6,3
4669,34,2,1,1,1,1,0,24480.0,102,503,46,4,19,9,28,25,17,3,0,4,3,0,7,1
10144,39,0,1,1,1,0,1,51369.0,576,612,84,297,7,79,0,11,182,8,2,4,2,0,8,3
8652,69,0,1,0,0,0,0,37760.0,317,667,20,84,5,38,150,12,28,4,1,6,2,0,7,1
1672,41,1,1,1,1,0,1,65640.0,461,120,74,204,7,149,20,15,66,5,1,8,1,0,2,2
8962,40,1,1,1,2,1,1,44319.0,37,73,18,26,0,8,0,0,3,2,0,3,2,0,5,2
9974,41,0,1,1,1,1,0,30631.0,70,352,75,15,6,20,4,5,20,3,1,2,1,0,7,1
10983,63,0,1,0,0,0,0,75278.0,930,516,17,304,98,230,150,74,74,6,3,13,1,0,3,0
8148,59,1,1,1,2,1,1,50898.0,859,537,88,285,28,242,55,114,135,6,2,12,13,0,5,3
10102,49,0,0,0,0,0,0,79946.0,1478,48,19,395,183,565,166,141,28,5,11,5,1,0,3,0
4697,66,1,0,0,0,0,0,35416.0,390,381,62,248,3,81,4,3,51,7,1,5,3,0,8,1
9262,31,2,1,0,0,0,0,32414.0,52,360,11,20,6,5,0,9,12,1,0,3,1,1,7,1
7254,46,0,1,1,1,1,0,38361.0,137,184,74,39,0,56,20,8,14,3,1,3,3,0,7,1
4543,35,0,1,0,0,0,0,82497.0,1919,606,32,777,129,573,216,21,203,2,7,9,1,1,4,0
4927,44,0,1,1,2,2,0,16626.0,68,165,76,8,3,22,21,1,13,3,0,3,3,0,9,1
10451,50,0,1,1,2,1,1,29672.0,25,474,6,9,1,3,0,4,8,0,0,3,1,0,6,2
2926,63,1,1,1,1,0,1,55951.0,1374,675,62,1241,0,80,0,13,40,3,6,11,3,2,8,3
2874,27,2,0,1,1,1,0,35388.0,32,479,20,6,4,7,4,3,8,1,0,3,1,0,7,1
9738,29,1,1,1,1,1,0,42386.0,100,532,43,65,4,16,0,4,11,3,0,3,1,0,8,1
7119,33,0,0,0,0,0,0,68627.0,825,533,45,395,15,263,60,54,38,2,3,6,1,0,1,0
3924,50,1,0,1,1,0,1,57912.0,916,104,34,801,0,80,0,0,35,8,3,12,5,1,5,3
5827,57,0,0,1,2,1,1,35246.0,62,74,53,36,0,12,2,2,10,3,1,3,4,0,5,2
5596,59,2,1,1,1,0,1,58821.0,728,260,44,513,14,154,19,0,28,9,2,9,1,0,6,3
10812,37,1,1,1,1,1,0,46377.0,90,120,89,37,0,46,4,3,0,2,1,3,1,0,4,1
1717,27,0,0,1,1,1,0,39747.0,273,77,43,80,15,93,20,13,52,5,1,4,3,0,8,1
9491,31,0,1,1,1,1,0,23976.0,66,184,68,14,1,21,2,3,25,3,1,3,3,0,7,1
9274,54,1,1,0,0,0,0,80950.0,1213,458,44,525,147,112,219,147,63,6,7,9,1,1,2,0
6609,49,0,0,0,0,0,0,27038.0,107,649,64,1,26,25,17,23,15,3,0,3,1,0,9,1
6963,68,0,0,0,0,0,0,77457.0,1157,116,85,675,11,400,15,45,11,2,5,10,1,1,1,0
4440,51,1,1,1,1,0,1,64100.0,546,292,93,509,0,27,0,0,10,8,3,6,1,1,7,3
1379,23,1,1,0,0,0,0,42670.0,241,428,12,154,2,46,20,4,15,4,2,4,1,0,4,1
10032,39,0,0,1,1,1,0,12571.0,53,162,86,3,5,14,2,12,17,3,1,3,4,0,6,1
2826,48,0,1,1,3,2,1,22574.0,37,244,28,25,0,8,2,0,2,2,0,3,2,0,7,2
6320,39,1,0,0,0,0,0,70893.0,1508,508,42,768,44,561,77,44,14,6,6,10,1,0,3,0
3050,49,0,1,1,2,1,1,54198.0,235,194,13,185,0,28,3,2,17,3,1,6,6,0,4,2
231,59,1,1,1,2,1,1,28839.0,32,110,86,24,0,7,0,0,1,2,0,3,2,0,5,2
2392,43,0,1,1,2,1,1,40321.0,102,335,59,44,4,21,6,0,27,3,0,3,2,0,7,2
9478,30,0,0,1,1,1,0,66503.0,401,684,30,91,64,128,65,3,50,4,3,6,2,0,3,1
113,64,0,1,1,2,1,1,30833.0,28,348,33,11,0,7,3,1,6,1,0,3,2,0,5,2
1802,44,0,1,1,1,0,1,64795.0,680,528,23,412,5,119,38,29,77,3,3,12,3,0,2,3
520,41,0,1,1,1,1,0,34421.0,30,363,81,3,3,7,6,2,9,1,0,2,1,0,7,1
8275,50,1,0,1,2,1,1,47025.0,20,140,6,16,0,3,0,0,1,1,0,2,1,0,7,2
9750,54,1,0,1,1,0,1,64325.0,1307,507,41,731,60,353,78,12,73,10,3,5,5,0,7,3
2607,62,0,0,1,1,0,1,40464.0,630,534,78,424,17,118,7,23,41,8,2,8,6,0,8,3
7214,58,0,1,0,0,0,0,62187.0,1283,359,49,792,0,275,45,45,126,4,8,5,1,0,3,0
5835,39,1,0,1,1,1,0,14849.0,65,362,39,21,2,28,3,2,9,2,0,4,3,0,8,1
3896,31,0,1,1,1,1,0,27255.0,37,234,3,22,1,11,0,1,2,1,0,3,1,0,7,1
10350,65,1,1,1,3,2,1,54432.0,38,416,37,33,0,5,0,0,0,1,0,3,1,0,4,2
7786,29,1,0,1,1,1,0,29999.0,160,501,22,68,7,59,10,5,11,3,1,4,4,0,8,1
2861,32,0,0,1,1,1,0,24072.0,23,439,79,9,1,6,3,0,4,1,0,2,1,0,8,1
663,26,1,0,0,0,0,0,33996.0,71,291,46,40,2,15,8,0,6,1,1,3,1,0,4,1
10675,59,1,1,1,1,0,1,66334.0,1161,452,82,909,11,218,0,0,23,9,3,5,2,0,5,3
2521,44,1,1,1,1,1,0,35178.0,59,535,10,23,1,13,2,2,18,1,1,2,1,1,7,1
9592,32,0,1,1,1,1,0,22010.0,33,364,51,11,2,9,3,0,8,2,0,3,2,0,8,1
10151,55,0,0,1,2,0,2,62204.0,946,655,38,317,46,247,151,46,139,4,5,12,1,0,3,3
7381,47,0,0,0,0,0,0,75693.0,1442,570,10,797,153,293,72,97,30,11,4,6,1,3,4,0
4099,43,0,1,1,1,1,0,30675.0,62,594,14,10,2,16,11,2,21,1,0,3,1,0,8,1
9560,50,0,1,0,0,0,0,83003.0,1674,483,18,856,61,570,40,25,122,7,6,8,1,1,3,0
10172,27,0,0,0,0,0,0,68655.0,1538,688,95,456,19,832,75,118,38,4,5,11,1,0,3,0
11191,29,0,0,0,0,0,0,41411.0,139,204,11,37,32,38,11,3,18,2,1,4,1,0,6,1
9707,46,1,1,1,1,0,1,55212.0,1182,583,65,1103,0,45,0,0,34,4,2,11,3,2,8,3
6245,65,1,1,1,1,0,1,59292.0,507,381,71,378,14,68,19,14,14,3,5,8,2,0,3,3
8234,42,2,1,1,1,1,0,27190.0,18,318,13,1,6,7,0,1,3,1,0,2,1,1,8,1
1411,63,0,0,0,0,0,0,82623.0,940,231,58,204,34,204,172,153,173,2,9,4,1,0,1,0
8553,50,0,1,1,2,1,1,44300.0,42,371,65,30,0,9,0,0,3,1,0,3,2,0,6,2
1826,45,0,0,0,0,0,0,84835.0,1190,13,0,189,104,379,111,189,218,4,4,6,1,0,1,0
8842,44,0,0,1,2,1,1,30372.0,44,551,33,15,0,12,7,3,7,2,0,3,3,0,7,2
11030,39,1,1,1,1,1,0,33181.0,16,177,90,9,0,3,0,0,4,1,0,2,1,1,6,1
2579,58,0,1,1,1,0,1,71113.0,835,194,95,495,33,255,11,33,8,6,7,9,4,0,4,3
175,29,0,1,1,1,1,0,71952.0,1443,535,93,656,80,455,52,107,93,8,4,8,2,2,4,0
9185,49,1,0,0,0,0,0,69759.0,1029,244,38,452,20,514,13,30,0,4,6,5,3,0,3,0
11056,41,0,1,0,0,0,0,72099.0,1188,610,18,546,91,410,119,0,22,3,4,10,1,0,1,0
9365,39,1,0,1,1,0,1,60000.0,1277,554,57,1048,0,217,0,0,12,11,3,5,5,0,6,3
6201,37,0,0,1,2,1,1,38643.0,49,212,45,22,2,14,0,1,10,2,0,3,2,0,7,2
2061,60,0,1,1,1,0,1,50737.0,99,414,61,78,0,11,0,0,10,2,0,4,1,1,6,2
6184,46,1,1,0,0,0,0,68462.0,1670,564,6,561,64,785,84,128,48,3,3,8,1,0,1,0
6142,72,1,1,0,0,0,0,65073.0,900,313,65,629,17,177,69,0,8,5,3,5,1,0,2,0
4107,67,1,1,1,2,0,2,46681.0,425,264,52,269,15,69,15,19,38,4,6,4,2,0,5,2
7274,58,0,1,0,0,0,0,78618.0,2153,639,87,736,163,818,212,163,61,4,7,10,1,1,2,0
9336,46,1,0,1,1,0,1,62187.0,636,99,38,512,0,83,0,0,41,6,2,10,3,0,4,3
2958,37,0,1,1,2,2,0,28442.0,57,125,53,19,3,10,11,8,6,2,1,4,3,0,4,1
933,37,1,1,1,1,1,0,37717.0,25,583,31,9,0,6,4,1,5,1,0,2,1,0,9,1
5837,48,0,1,1,2,1,1,51479.0,494,548,67,247,8,160,6,8,65,6,3,6,7,0,7,3
10704,46,0,0,1,1,0,1,54803.0,693,677,65,404,0,92,28,27,142,6,2,9,2,0,4,3
5125,55,0,1,0,0,0,0,79530.0,1348,408,64,333,0,815,129,42,29,4,10,11,1,0,2,0
4432,39,0,0,1,1,1,0,31615.0,51,470,82,2,3,20,6,11,9,2,0,3,2,0,7,1
5955,53,0,1,0,0,0,0,72025.0,1932,589,27,833,33,549,151,133,233,4,3,8,1,0,3,0
2928,40,1,0,1,1,0,1,52614.0,990,575,63,789,0,142,12,9,38,2,4,8,2,0,8,3
5680,31,2,1,1,1,1,0,35684.0,30,68,66,10,4,7,0,6,3,1,0,3,1,0,6,1
10313,40,0,1,1,2,1,1,48178.0,254,609,69,159,4,45,6,2,38,5,1,4,6,0,8,2
2557,45,1,0,1,1,1,0,29548.0,29,304,52,7,1,6,3,1,11,1,1,2,1,1,4,1
1245,49,0,0,1,1,0,1,63810.0,1371,595,45,977,12,253,16,12,101,4,3,12,4,1,8,3
1519,43,1,0,1,2,1,1,38578.0,73,372,2,38,4,22,3,3,3,3,0,3,3,0,8,2
10703,40,1,0,1,2,1,1,46098.0,120,680,86,57,0,27,0,0,36,3,2,2,4,0,8,2
1726,45,0,0,0,0,0,0,22585.0,81,468,23,3,9,15,13,2,39,1,1,2,1,1,9,1
4459,26,0,0,1,1,1,0,30279.0,37,546,13,10,4,14,4,4,1,1,0,3,1,0,8,1
1729,54,1,1,1,1,0,1,66426.0,1377,270,14,1043,24,97,32,24,157,3,5,10,2,0,6,3
1517,46,0,0,1,1,1,0,30822.0,51,380,92,3,9,13,2,12,12,1,0,3,1,0,7,1
2098,46,1,1,1,2,2,0,33581.0,17,537,38,11,0,5,0,0,1,1,0,2,1,0,8,1
9543,30,0,1,1,1,1,0,19986.0,22,227,74,3,6,5,0,2,6,0,0,3,1,0,7,1
6878,61,0,0,0,0,0,0,27421.0,324,564,14,43,12,96,78,40,55,4,1,6,3,0,7,1
3310,42,2,1,1,3,2,1,35688.0,211,676,94,73,3,90,12,1,32,4,1,4,7,0,8,2
2724,34,1,0,1,1,1,0,36143.0,19,91,33,12,0,1,0,0,6,0,1,2,1,0,3,1
948,44,0,0,1,1,1,0,10245.0,41,410,32,4,7,7,6,4,13,1,2,2,3,0,5,1
6720,47,1,1,1,1,0,1,43795.0,492,256,11,314,11,53,4,3,107,7,3,4,3,1,7,3
6202,55,0,1,1,1,0,1,63381.0,1005,632,78,571,50,142,33,50,159,4,5,13,4,0,2,3
2066,66,0,1,1,1,0,1,38823.0,114,668,56,70,0,11,2,8,23,2,1,3,1,0,6,2
9799,47,1,0,1,2,1,1,83664.0,1173,417,57,866,21,151,28,21,86,2,2,12,3,0,5,3
8318,36,0,1,0,0,0,0,90300.0,1738,177,7,594,134,786,33,134,57,5,6,8,0,1,1,0
5642,36,1,1,1,1,1,0,62499.0,222,202,0,140,4,61,0,13,4,3,1,6,2,0,4,1
2669,22,0,0,0,0,0,0,74293.0,1127,56,66,375,152,335,93,91,81,5,4,6,1,0,2,0
455,69,1,1,0,0,0,0,51012.0,209,437,86,102,9,63,2,9,24,4,1,4,1,0,6,1
7683,47,1,1,1,1,0,1,70777.0,787,124,80,554,35,113,0,7,78,5,3,12,3,0,3,3
3428,24,1,1,0,0,0,0,68682.0,1598,266,56,919,0,505,99,30,45,4,9,10,1,0,2,0
7414,44,0,1,1,2,1,1,43824.0,186,652,18,96,1,42,12,3,32,3,1,4,4,0,8,2
6354,31,0,1,1,1,1,0,15345.0,47,667,51,5,2,16,3,2,19,1,1,2,2,0,8,1
798,28,0,0,1,1,1,0,23442.0,27,552,71,2,0,6,8,6,5,1,0,3,1,0,7,1
8213,35,2,1,1,1,1,0,14515.0,96,597,71,6,4,9,6,36,35,2,2,3,4,0,7,1
2488,59,2,0,1,2,1,1,31395.0,64,463,80,23,1,25,0,8,7,2,1,3,4,0,6,2
9999,50,0,1,0,0,0,0,75276.0,1040,640,2,610,105,125,137,42,21,9,4,9,1,0,5,0
7617,41,0,0,1,2,1,1,42373.0,163,318,83,67,5,61,3,8,19,2,1,5,5,0,5,2
615,55,0,1,0,0,0,0,30507.0,343,475,29,65,36,74,38,20,110,5,1,4,1,0,7,1
2552,60,1,0,1,3,1,2,55521.0,446,250,11,416,0,26,0,0,4,6,3,6,9,1,7,2
194,50,0,1,1,2,1,1,48006.0,41,20,55,23,0,11,3,2,2,1,0,3,1,0,6,2
3645,43,1,0,1,1,1,0,27213.0,70,668,19,19,3,26,10,9,3,2,0,4,3,0,8,1
8890,44,1,0,1,2,1,1,65808.0,272,30,1,155,7,80,13,7,10,5,1,5,3,0,6,2
5049,41,1,1,1,1,1,0,30351.0,46,388,19,14,0,24,3,3,2,3,0,2,1,0,9,1
9973,52,0,1,1,2,0,2,50437.0,490,620,28,370,9,92,6,9,4,7,1,8,3,0,7,3
7301,33,2,0,1,1,1,0,23616.0,79,589,76,4,22,11,3,7,32,3,0,3,2,0,8,1
10882,39,0,1,1,1,0,1,53858.0,915,597,50,407,53,221,58,150,26,4,3,6,4,0,4,3
7030,60,1,1,1,1,0,1,66465.0,1485,456,1,1200,0,204,38,29,14,11,9,12,3,1,6,3
7422,28,0,0,1,1,1,0,46923.0,369,676,90,85,44,54,102,78,6,5,1,7,3,0,7,1
3523,53,0,1,1,1,0,1,75072.0,1073,522,83,583,34,309,0,22,125,5,4,8,2,0,3,3
7106,72,1,1,0,0,0,0,75865.0,1242,90,73,483,0,591,156,0,12,3,5,10,1,0,1,0
6504,40,2,1,1,1,1,0,19789.0,78,221,24,2,5,9,28,6,28,2,1,3,3,1,5,1
5067,21,0,1,0,0,0,0,80134.0,1378,135,11,966,26,282,52,26,26,2,7,11,1,4,5,0
4216,34,0,0,0,0,0,0,91065.0,1474,492,33,822,114,108,179,137,114,7,9,9,1,2,3,0
8581,44,1,1,1,2,1,1,49505.0,751,481,4,604,0,100,19,0,28,10,2,8,9,0,8,3
5929,42,1,1,1,1,1,0,37401.0,48,54,14,19,3,19,3,1,3,2,0,3,2,0,7,1
3129,32,0,1,1,1,1,0,30096.0,45,38,30,5,3,11,12,5,9,2,0,3,1,0,6,1
6528,33,1,1,1,1,1,0,18492.0,10,24,75,2,2,2,2,1,1,1,0,2,1,0,8,1
1361,41,1,1,0,0,0,0,82584.0,1435,390,26,1076,68,103,29,91,68,3,4,8,1,2,1,0
6932,74,1,1,0,0,0,0,93027.0,2119,442,77,1285,42,716,55,0,21,7,10,5,0,1,2,0
7284,62,0,1,1,3,1,2,48686.0,20,207,8,10,0,7,2,0,1,1,0,2,1,0,8,2
1340,29,0,1,0,0,0,0,92910.0,1795,66,42,551,137,792,179,103,33,6,7,13,1,3,1,0
8746,26,0,1,1,1,1,0,75433.0,1188,85,28,800,0,297,0,34,57,2,5,10,2,2,6,3
5987,26,2,1,1,1,1,0,10404.0,43,56,52,2,2,11,10,6,12,1,0,4,2,0,5,1
3767,47,0,1,1,1,0,1,61314.0,1008,430,1,378,0,189,97,172,172,5,5,12,2,0,3,3
3725,54,1,0,0,0,0,0,84865.0,1688,416,1,1248,16,349,43,16,16,2,4,9,1,4,4,0
4324,26,0,1,1,1,1,0,42387.0,684,608,42,235,0,235,19,4,191,8,1,7,5,0,8,3
238,48,2,1,1,2,1,1,67309.0,1082,522,76,515,47,181,149,95,95,9,6,9,15,0,7,3
6694,51,0,1,1,1,0,1,75236.0,1068,216,27,438,66,400,12,38,114,8,3,13,1,0,4,3
498,45,0,0,1,1,1,0,30015.0,57,147,28,25,0,22,2,3,5,1,0,4,2,0,5,1
9347,59,1,1,1,1,0,1,50943.0,46,373,49,31,0,7,2,0,6,1,0,3,1,0,5,2
9699,49,0,0,1,1,0,1,67272.0,733,190,12,357,35,271,28,28,14,6,2,12,3,0,5,3
10664,66,1,0,1,1,0,1,51529.0,467,295,14,400,4,35,6,0,22,9,1,5,2,0,8,2
5455,44,1,1,1,1,1,0,32011.0,122,311,89,99,0,15,2,1,5,2,1,4,3,0,7,1
456,29,2,1,1,1,1,0,7500.0,36,507,96,1,11,5,4,6,9,2,0,3,2,0,8,1
5012,26,0,1,1,1,1,0,28691.0,34,360,56,5,4,13,8,0,4,1,0,3,1,0,8,1
7495,67,1,1,1,1,0,1,56223.0,156,191,72,77,28,31,16,0,4,2,1,5,2,0,4,2
5029,69,0,1,0,0,0,0,18100.0,14,327,14,3,1,2,4,3,1,0,0,3,1,0,5,1
10642,26,0,0,1,1,1,0,30279.0,37,546,13,10,4,14,4,4,1,1,0,3,1,0,8,1
2106,41,2,1,0,0,0,0,20130.0,34,104,99,0,6,3,7,6,12,1,0,3,1,0,8,1
10364,56,0,0,0,0,0,0,23295.0,20,351,72,0,0,1,2,12,5,1,0,2,1,0,8,1
5954,43,1,0,1,1,1,0,42618.0,192,263,92,76,14,74,13,5,10,5,0,4,2,0,8,1
1137,51,0,0,0,0,0,0,81246.0,1379,182,87,398,190,537,61,156,37,4,5,7,1,2,1,0
2541,39,0,1,1,1,1,0,24027.0,48,385,7,14,7,11,11,0,5,2,0,3,2,0,8,1
1142,62,1,1,1,1,0,1,55707.0,428,189,91,208,7,82,30,66,35,3,2,9,2,0,3,2
2276,60,0,0,1,1,0,1,57959.0,868,423,71,430,16,322,43,24,33,4,7,11,5,0,3,3
2807,46,0,1,1,1,0,1,56796.0,1001,498,24,656,38,161,62,47,37,8,9,7,3,0,7,3
6471,44,1,0,1,1,1,0,36230.0,59,255,17,14,2,30,8,2,3,2,0,4,1,0,5,1
6131,35,2,1,1,2,1,1,70829.0,431,210,87,141,70,106,72,19,23,4,2,8,2,0,3,2
6233,39,0,1,1,1,0,1,65991.0,971,660,21,507,19,364,25,47,9,9,5,10,3,0,7,3
4148,43,0,1,1,3,1,2,38988.0,348,678,90,164,24,103,12,3,42,5,1,6,7,0,8,2
4947,49,2,0,0,0,0,0,89572.0,2059,652,44,606,24,974,197,194,64,7,7,9,1,2,4,0
3225,31,1,1,1,1,1,0,42207.0,265,454,71,116,11,72,3,17,46,4,1,5,4,1,6,1
7540,63,0,1,1,1,0,1,50300.0,270,35,52,143,15,60,24,23,5,2,1,8,2,0,2,2
10648,33,2,1,0,0,0,0,66664.0,1289,642,78,398,96,447,220,96,32,5,7,6,1,0,3,0
1992,51,0,1,1,1,0,1,60597.0,893,179,2,522,0,257,32,16,66,2,2,8,4,1,7,3
7851,66,0,0,0,0,0,0,70165.0,926,280,60,161,0,253,199,191,122,3,7,11,1,0,1,0
8594,57,1,0,1,1,0,1,50520.0,135,152,25,112,0,6,2,1,14,3,1,3,2,0,6,2
7059,52,0,1,0,0,0,0,80124.0,1495,3,47,483,84,398,205,84,241,3,7,8,1,1,1,0
2815,40,0,1,1,1,1,0,33183.0,120,125,46,7,5,39,17,15,37,4,0,3,2,0,7,1
2416,46,1,0,0,0,0,0,66582.0,1288,118,83,789,25,420,16,38,0,2,8,9,1,0,1,0
7999,60,1,1,0,0,0,0,75261.0,1743,432,17,1239,17,413,23,34,17,5,6,5,1,2,2,0
9213,45,0,0,1,1,1,0,31880.0,15,606,13,4,1,5,2,0,3,1,0,2,1,0,8,1
9697,64,0,1,1,2,0,2,53790.0,542,115,86,335,42,127,28,5,5,7,2,8,3,0,6,3
3916,44,1,1,1,1,1,0,49269.0,890,683,92,639,8,166,11,8,58,7,3,12,3,0,7,3
2021,40,0,1,1,1,0,1,61456.0,1388,459,47,563,76,384,84,192,89,6,10,13,4,0,4,3
1581,35,0,1,1,1,1,0,37406.0,17,262,18,2,0,8,2,2,3,1,0,2,1,0,8,1
564,34,1,1,1,1,1,0,56937.0,906,694,81,746,8,125,11,8,8,8,6,9,7,1,6,3
6619,37,0,1,1,2,1,1,38415.0,44,543,91,22,1,13,4,0,4,1,0,3,2,0,7,2
9081,27,0,0,1,1,1,0,20518.0,25,42,58,4,1,6,4,1,9,1,1,2,1,0,5,1
178,59,0,1,1,1,0,1,62503.0,973,496,40,478,0,193,110,75,117,8,3,11,4,0,5,3
916,43,1,0,1,2,1,1,41644.0,31,51,67,20,3,4,2,0,2,1,0,3,2,0,3,2
5512,38,1,1,1,1,0,1,55842.0,518,37,19,451,0,39,0,4,24,7,1,8,1,0,5,2
8970,43,1,1,1,1,0,1,62010.0,530,614,93,371,22,39,6,0,92,6,2,7,4,0,5,3
10581,38,0,1,1,1,1,0,41124.0,506,606,41,281,7,84,15,0,119,7,3,4,7,0,8,3
5300,42,1,1,1,1,1,0,38961.0,70,181,60,19,7,19,0,1,24,2,1,2,1,0,7,1
5154,43,1,0,1,1,1,0,37760.0,54,322,54,26,3,13,2,10,0,2,0,3,1,0,6,1
8346,41,0,0,1,1,1,0,32233.0,296,679,26,138,15,35,25,11,72,6,2,2,2,1,9,1
1676,40,0,1,1,1,0,1,43057.0,266,242,30,213,2,44,0,2,5,4,2,5,4,0,5,2
9286,55,1,1,0,0,0,0,83151.0,747,627,93,407,28,100,120,74,18,5,9,4,1,0,3,0
2426,51,1,0,0,0,0,0,78825.0,895,653,35,483,74,114,169,37,18,5,10,13,1,0,3,0
5172,39,1,1,1,1,0,1,65104.0,1053,227,4,738,0,232,13,20,50,3,5,7,2,0,7,3
5562,41,0,1,1,1,0,1,60093.0,735,368,92,502,12,109,16,6,90,7,2,10,2,0,6,3
3436,46,0,1,1,1,1,0,14045.0,20,154,24,11,0,5,2,1,1,1,0,3,1,0,7,1
3921,63,2,0,0,0,0,0,28457.0,205,609,96,24,1,108,29,29,14,4,1,4,1,0,8,1
3403,57,1,1,1,1,0,1,78952.0,2092,643,11,1170,19,594,99,76,134,2,5,12,2,0,6,3
22,39,0,0,1,1,1,0,46310.0,309,573,99,185,2,88,15,5,14,6,1,5,2,0,8,1
10965,60,0,1,0,0,0,0,76005.0,1722,492,72,983,20,389,240,50,40,3,5,13,1,1,6,0
9426,51,1,0,1,1,0,1,58308.0,900,533,77,691,0,69,10,0,130,2,6,3,4,0,8,3
6605,71,1,0,0,0,0,0,55614.0,682,214,85,504,13,131,8,0,26,9,4,6,1,1,7,3
3136,53,1,0,1,1,0,1,59432.0,663,442,88,317,25,265,25,19,12,5,3,11,3,0,5,3
8737,37,0,0,1,1,0,1,55563.0,43,85,22,29,1,9,2,0,2,2,0,3,1,0,3,2
11088,44,1,1,1,1,0,1,78642.0,1816,434,83,1396,0,322,46,35,17,4,9,4,1,0,6,3
716,66,1,1,1,1,0,1,67911.0,976,38,63,529,0,356,63,28,0,6,7,11,3,0,3,3
466,71,0,1,0,0,0,0,65275.0,746,452,9,388,14,218,91,14,21,4,3,13,1,0,2,0
9135,65,0,1,1,2,1,1,27203.0,64,692,92,13,2,21,4,0,24,1,1,2,2,0,8,2
10623,54,1,1,1,1,0,1,48330.0,32,226,2,28,0,4,0,0,0,1,0,3,1,0,5,2
8151,25,2,1,0,0,0,0,24279.0,263,547,6,16,36,21,20,62,108,4,1,3,1,0,8,1
5140,30,1,1,1,1,1,0,64355.0,1445,674,66,1047,0,140,67,38,153,4,3,12,2,0,8,3
10160,59,1,1,1,1,0,1,50943.0,46,373,49,31,0,7,2,0,6,1,0,3,1,0,5,2
4945,62,0,0,0,0,0,0,53653.0,1210,599,29,815,10,239,28,10,108,10,4,12,2,0,6,3
10584,39,0,1,1,1,0,1,65665.0,945,209,77,225,162,387,106,36,29,5,10,8,1,0,3,0
6071,26,0,0,0,0,0,0,81217.0,1157,345,77,493,70,324,146,40,84,3,7,11,1,0,1,0
3386,23,0,1,0,0,0,0,34935.0,137,373,71,34,4,66,3,10,20,2,1,4,1,0,7,1
8939,56,0,0,1,1,0,1,61250.0,730,560,49,382,138,65,60,26,59,5,2,12,6,0,5,3
9925,34,1,1,1,1,1,0,39665.0,216,400,97,127,1,56,0,1,31,4,2,3,3,1,7,1
4320,36,0,0,1,1,0,1,60152.0,943,458,6,325,83,300,86,58,91,6,4,12,1,0,3,3
5389,51,0,1,1,2,0,2,48920.0,347,252,93,238,17,68,8,10,6,6,2,5,3,1,7,2
6036,56,1,1,0,0,0,0,89120.0,1924,104,78,1168,92,408,72,129,55,5,6,7,1,1,1,0
182,69,1,1,1,1,0,1,44124.0,397,414,62,284,0,55,0,6,52,6,2,5,4,0,8,2
203,40,1,0,0,0,0,0,81169.0,2089,441,47,1288,20,613,80,61,27,5,7,9,1,0,2,0
11025,54,0,1,1,2,1,1,36443.0,138,511,9,65,0,46,4,3,20,3,1,3,4,0,8,2
10203,25,0,0,1,1,1,0,26095.0,42,364,77,11,7,9,3,1,11,1,0,3,1,0,7,1
4607,56,0,1,0,0,0,0,71367.0,777,310,24,227,23,389,42,21,75,4,5,7,1,0,2,0
3711,71,1,1,0,0,0,0,80184.0,1902,120,19,1035,134,670,25,38,0,6,3,10,1,2,3,0
3696,50,0,0,1,2,1,1,30630.0,52,153,67,27,1,12,2,0,10,2,0,3,2,0,7,2
2532,28,1,0,0,0,0,0,73454.0,1651,120,95,982,73,351,56,14,175,2,4,6,1,1,5,0
9214,24,0,1,0,0,0,0,42691.0,358,317,48,179,2,64,38,17,58,5,1,6,1,0,5,1
4943,62,0,1,0,0,0,0,70503.0,1727,637,73,1379,33,216,0,33,66,2,4,9,1,2,6,0
